43.705, -63.124, 90.51
41.888, -62.288, 93.211
40.103, -61.386, 95.141
38.344, -60.436, 96.539
36.604, -59.45, 97.567
34.886, -58.426, 97.567
33.182, -57.379, 98.337
31.487, -56.318, 98.925
29.805, -55.236, 98.925
28.128, -54.146, 99.382
26.456, -53.047, 99.382
24.79, -51.942, 99.744
23.125, -50.833, 99.744
21.463, -49.721, 99.965
19.801, -48.609, 99.725
18.138, -47.497, 99.725
16.476, -46.385, 99.525
14.81, -45.278, 99.525
13.144, -44.171, 99.356
11.473, -43.073, 99.356
9.801, -41.975, 99.356
8.123, -40.888, 99.209
6.443, -39.802, 99.209
4.756, -38.727, 99.08
3.066, -37.657, 99.08
1.371, -36.596, 98.965
-0.33, -35.545, 98.965
-2.034, -34.498, 98.862
-3.749, -33.469, 98.862
-5.464, -32.44, 98.862
-7.191, -31.431, 98.767
-8.921, -30.427, 98.767
-10.657, -29.434, 98.68
-12.402, -28.458, 98.68
-14.148, -27.482, 98.68
-15.909, -26.534, 98.599
-17.672, -25.589, 98.599
-19.442, -24.657, 98.523
-21.222, -23.746, 98.523
-23.003, -22.835, 98.044
-24.798, -21.954, 95.418
-26.597, -21.08, 92.718
-28.398, -20.21, 89.937
-30.232, -19.428, 87.075
-32.179, -18.97, 84.108
-34.15, -18.639, 81.034
-36.141, -18.464, 77.838
-38.14, -18.476, 74.506
-40.119, -18.743, 71.02
-42.042, -19.283, 69.277
-43.848, -20.134, 69.453
-45.5, -21.256, 73.946
-46.95, -22.63, 77.023
-48.222, -24.171, 83.259
-49.326, -25.838, 86.054
-50.299, -27.584, 90.683
-51.159, -29.39, 92.533
-51.941, -31.231, 94.117
-52.662, -33.096, 96.038
-53.332, -34.98, 93.356
-53.972, -36.875, 90.594
-54.591, -38.777, 87.745
-55.2, -40.682, 84.801
-55.806, -42.588, 81.751
-56.415, -44.493, 78.583
-57.035, -46.395, 75.281
-57.67, -48.291, 71.828
-58.327, -50.18, 68.2
-59.009, -52.06, 64.368
-59.721, -53.929, 60.293
-60.467, -55.784, 55.923
-61.251, -57.624, 51.18
-62.075, -59.447, 45.95
-62.943, -61.248, 40.043
-63.856, -63.027, 33.098
-64.818, -64.78, 24.239
-65.988, -66.776, 0
-65.988, -66.776, 0
-76.098, -84.033, 0
endData
127
100
200
-58.388, 5.425, -50.788, 8.631, -50.788, 8.631, -43.187, 11.837
-43.187, 11.837, -46.275, 25.85, -53.282, 43.544, -61, 62.188
-61, 62.188, -68.719, 80.832, 0.276, 28.462, 50.389, 8.75
50.389, 8.75, 63.451, 11.362, 60.482, 58.506, 61.789, 59.813
61.789, 59.813, 63.095, 61.119, 62.976, 24.9, 62.501, -35.663
62.501, -35.663, 62.026, -96.227, 33.763, -48.964, -29.887, -19.513
-29.887, -19.513, -55.775, -12.388, -50.669, -41.838, -65.988, -66.776
#PATH.JERRYIO-DATA {"appVersion":"0.8.3","format":"LemLib v0.5","gc":{"robotWidth":13.5,"robotHeight":14,"robotIsHolonomic":false,"showRobot":false,"uol":2.54,"pointDensity":2,"controlMagnetDistance":1.968503937007874,"fieldImage":{"displayName":"V5RC 2025 - High Stakes (Skills)","signature":"V5RC 2025 - High Stakes (Skills)","origin":{"__type":"built-in"}},"coordinateSystem":"VEX Gaming Positioning System"},"paths":[{"segments":[{"controls":[{"uid":"HSCyGvZTOv","x":-58.38763925762222,"y":5.424559390839949,"lock":false,"visible":true,"heading":90,"__type":"end-point"},{"uid":"hMbKjDGgzQ","x":-43.18747283845601,"y":11.837129598925696,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"VbfETVwUd8"},{"controls":[{"uid":"hMbKjDGgzQ","x":-43.18747283845601,"y":11.837129598925696,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"DEcaGY2js6","x":-46.27500664234915,"y":25.849783016594547,"lock":false,"visible":true,"__type":"control"},{"uid":"dCY17nmgEK","x":-53.28151161329787,"y":43.54389980042057,"lock":false,"visible":true,"__type":"control"},{"uid":"B44fduqcjt","x":-61.00016786091641,"y":62.18768086241377,"lock":false,"visible":true,"heading":340,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"lEaGAEfAMh"},{"controls":[{"uid":"B44fduqcjt","x":-61.00016786091641,"y":62.18768086241377,"lock":false,"visible":true,"heading":340,"__type":"end-point"},{"uid":"1gShBTiyLs","x":-68.71918063276351,"y":80.83180804743768,"lock":false,"visible":true,"__type":"control"},{"uid":"EBD2CE6E5g","x":0.2755030163473755,"y":28.46231161988873,"lock":false,"visible":true,"__type":"control"},{"uid":"HqiUAocaHP","x":50.388551679535986,"y":8.749595795032558,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"0HMxtGuREz"},{"controls":[{"uid":"HqiUAocaHP","x":50.388551679535986,"y":8.749595795032558,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"zQH2gSxDR3","x":63.45119469600695,"y":11.36212439832675,"lock":false,"visible":true,"__type":"control"},{"uid":"gurOkxMDxC","x":60.482412192263546,"y":58.50639055777195,"lock":false,"visible":true,"__type":"control"},{"uid":"SVh0ymV76j","x":61.78867649391064,"y":59.812654859419055,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"RvFTowq3tZ"},{"controls":[{"uid":"SVh0ymV76j","x":61.78867649391064,"y":59.812654859419055,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"tds3vuhHSs","x":63.09494079555774,"y":61.11891916106616,"lock":false,"visible":true,"__type":"control"},{"uid":"iOwlTm0XIk","x":62.976189495408,"y":24.899772615396657,"lock":false,"visible":true,"__type":"control"},{"uid":"vyWTN2XeP3","x":62.501184294809065,"y":-35.66339046096872,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"p1YUSS6siG"},{"controls":[{"uid":"vyWTN2XeP3","x":62.501184294809065,"y":-35.66339046096872,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"0ab67eiJcK","x":62.02617909421012,"y":-96.22655353733418,"lock":false,"visible":true,"__type":"control"},{"uid":"kkQRdy6RUJ","x":33.763369658572984,"y":-48.96353607773914,"lock":false,"visible":true,"__type":"control"},{"uid":"t85GvSprc3","x":-29.887327221685574,"y":-19.51321364060462,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"jpYcnQkbVO"},{"controls":[{"uid":"t85GvSprc3","x":-29.887327221685574,"y":-19.51321364060462,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"RieRpK7RG5","x":-55.775110654328024,"y":-12.388135631620456,"lock":false,"visible":true,"__type":"control"},{"uid":"6vyeyqMMF1","x":-50.66880474788938,"y":-41.83845806875499,"lock":false,"visible":true,"__type":"control"},{"uid":"79mR63gxZn","x":-65.98772246720533,"y":-66.77623110019955,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"DozYKkBorS"}],"pc":{"speedLimit":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":127,"label":"127"},"step":1,"from":5,"to":100},"bentRateApplicableRange":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":1,"label":"1"},"step":0.001,"from":0,"to":0.1},"maxDecelerationRate":127},"name":"Path","uid":"73125ZkMBN","lock":false,"visible":true}]}
